episode_id,podcast_id,podcast_title,episode_title,published_date,relevant_clip_count,max_notable_score,max_confidence,stances,topics,potential_misinformation,corrective_context,politicized,top_candidate_id,top_clip_start_estimated,top_claim_summary
14136,18,The Megyn Kelly Show,"COVID Child Abuse, Vaccine Truth and Lebron James Backlash with Karol Markowicz, Dr. Monica Gandhi and Dr. Martin Kulldorff | Ep. 171",2021-09-30T19:55:30,15,5,0.99,mixed;neutral,childhood_schedule;conspiracy_or_institutional_trust;covid19;efficacy_or_immunity;influenza;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_14136_clip_12,3570.0,"Debate on whether natural infection provides better immunity than vaccination, citing Israeli study, while another doctor notes mixed data."
14271,18,The Megyn Kelly Show,"COVID Truth on Fauci, Vaccines, and Masks, with Sen. Rand Paul, David Zweig, and Dr. Vinay Prasad | Ep. 156",2021-09-09T19:37:00,15,5,0.98,mixed;neutral,access_or_equity;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_14271_clip_11,3642.0,Discusses myocarditis risk in young males from vaccines and questions CDC data aggregation methods.
23085,68,Huberman Lab,Improving Science & Restoring Trust in Public Health | Dr. Jay Bhattacharya,2025-06-09T08:00:00,15,5,0.98,mixed;neutral,childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;influenza;mandates_or_policy;misinformation_or_fact_checking;mmr_measles;polio;safety_or_side_effects,True,True,True,episode_23085_clip_1,0.0,"Guest advocates against lockdowns, mask mandates, and vaccine mandates, citing loss of public trust."
12875,18,The Megyn Kelly Show,"Fauci, Vaccines, and Big Pharma's Power | Robert F. Kennedy, Jr. Interview, Part 1 | Ep. 282",2022-03-21T18:00:00,14,5,0.99,mixed,access_or_equity;childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;influenza;misinformation_or_fact_checking;mmr_measles;other_vaccine;safety_or_side_effects,True,True,True,episode_12875_clip_12,5063.2,"RFK Jr. alleges Fauci funded gain-of-function research to develop bioweapons that escaped labs, leading to the pandemic via the Wuhan lab."
8897,18,The Megyn Kelly Show,"Truth About the HPV Vaccine: A Megyn Kelly Show Debate and Discussion, with Dr. Kristen Walsh and Allison Krug | Ep. 565",2023-06-05T19:40:06,14,5,0.98,mixed;neutral,conspiracy_or_institutional_trust;development_or_approval;efficacy_or_immunity;hpv;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,True,False,episode_8897_clip_5,1190.0,"Guest cites mass litigation over Gardasil deaths, questions aluminum adjuvant safety, and critiques trial design using active comparators instead of saline."
11442,2,The Joe Rogan Experience,#1737 - Tim Pool,2021-11-22T18:00:00,14,5,0.98,critical;mixed;neutral,access_or_equity;childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;influenza;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_11442_clip_2,1785.0,"Discussion of suspended mandates, vaccine injury lawsuits, musician fired for medical exemption, and superiority of natural immunity."
14037,2,The Joe Rogan Experience,#1582 - Alex Berenson,2020-12-23T18:00:00,14,5,0.98,mixed,access_or_equity;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_14037_clip_1,2544.0,"Guest claims 17% serious side effects, questions mRNA safety for young people, and states he will not vaccinate himself or his children."
11703,2,The Joe Rogan Experience,#1721 - Michael Malice,2021-10-19T17:00:00,13,5,0.99,mixed;neutral,childhood_schedule;conspiracy_or_institutional_trust;covid19;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_11703_clip_4,1507.0,Speakers allege media and pharma companies demonize ivermectin due to profit motives and claim an mRNA creator opposed pandemic use.
15740,2,The Joe Rogan Experience,#1451 - Dr. Peter Hotez,2020-04-01T00:00:00,13,5,0.99,neutral,access_or_equity;covid19;development_or_approval;efficacy_or_immunity;influenza;misinformation_or_fact_checking;other_vaccine;safety_or_side_effects,False,True,False,episode_15740_clip_9,2975.0,Comparison of flu and COVID-19 lethality; explains partial flu vaccine protection and seasonality.
10732,2,The Joe Rogan Experience,#1779 - Michael Osterholm,2022-02-18T18:00:00,13,5,0.98,mixed;neutral,access_or_equity;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,False,True,True,episode_10732_clip_3,2975.0,
14226,18,The Megyn Kelly Show,"Left Turns on Nicki Minaj, Fauci’s New Title and Immigration Madness with Kmele Foster, Matt Welch, and Michael Moynihan | Ep. 161",2021-09-16T19:34:35,13,5,0.98,mixed;neutral,access_or_equity;conspiracy_or_institutional_trust;covid19;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;mmr_measles;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_14226_clip_1,8.6,Discussion of Nicki Minaj's tweet citing a cousin's friend's impotence after vaccination and the subsequent media backlash.
2434,2,The Joe Rogan Experience,#2277 - Woody Harrelson,2025-02-22T18:00:00,12,5,0.99,mixed;supportive,childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;influenza;mandates_or_policy;misinformation_or_fact_checking;other_vaccine;safety_or_side_effects,True,False,True,episode_2434_clip_2,656.6,"Speakers allege vaccine side effects, cover-ups, non-sterilizing nature encouraging variants, and criticize mandates and media narratives."
5398,17,The Tucker Carlson Show,"Dr. Patrick Soon-Shiong: You’re Being Lied to About Cancer, How It’s Caused, and How to Stop It",2025-03-26T18:42:00,12,5,0.99,mixed,conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;hpv;misinformation_or_fact_checking;other_vaccine;polio;safety_or_side_effects,True,False,True,episode_5398_clip_1,686.8,Guest suggests mRNA vaccines and infection may cause cancer via immune suppression and spike protein persistence in tissues.
6216,17,The Tucker Carlson Show,"Jenner Furst: Secret Chinese Biotech Programs, and the Documentary That Could Put Dr. Fauci in Jail",2024-12-20T19:15:00,12,5,0.99,mixed;supportive,conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;other_vaccine;safety_or_side_effects,True,False,True,episode_6216_clip_1,38.0,"Guest claims 99% of people were poisoned by COVID policies, 20 million killed, and that global powers benefited from the division."
7433,2,The Joe Rogan Experience,#1949 - Russell Brand,2023-03-02T18:00:00,12,5,0.99,mixed,access_or_equity;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;influenza;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;polio;safety_or_side_effects,True,False,True,episode_7433_clip_6,3122.4,
11631,2,The Joe Rogan Experience,#1725 - Bridget Phetasy,2021-10-26T17:00:00,12,5,0.98,mixed;neutral,conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_11631_clip_10,12223.7,"Speakers debunk ivermectin overdose stories, criticize media lies, and express skepticism about pharmaceutical profits."
13598,18,The Megyn Kelly Show,"Real COVID Risk to Kids and Biden's Lagging Leadership, with Charles C.W. Cooke and David Wallace-Wells | Ep. 221",2021-12-14T19:00:00,12,5,0.98,mixed;neutral,access_or_equity;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_13598_clip_10,4760.0,"Host critiques a NYC PSA linking teen vaccination to social participation, citing parental concerns about myocarditis."
1353,2,The Joe Rogan Experience,#2325 - Aaron Rodgers,2025-05-21T17:00:00,12,5,0.95,mixed,childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;influenza;mandates_or_policy;misinformation_or_fact_checking;mmr_measles;polio;safety_or_side_effects,True,False,True,episode_1353_clip_1,1190.0,"Speakers discuss removing boosters from schedules, allege 470,000 vaccine deaths in Florida, and claim COVID is not dangerous to children."
4203,2,The Joe Rogan Experience,#2198 - Bret Weinstein,2024-09-04T17:00:00,11,5,0.99,mixed,childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;influenza;mandates_or_policy;misinformation_or_fact_checking;other_vaccine;polio;safety_or_side_effects,True,False,True,episode_4203_clip_10,8330.0,"Discussion claims manufacturers knew of harms, misled on legal status, and are developing self-replicating mRNA vaccines."
4558,17,The Tucker Carlson Show,RFK Jr. Provides an Update on His Mission to End Skyrocketing Autism and Declassifying Kennedy Files,2025-06-30T18:36:00,11,5,0.99,mixed,childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;hpv;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_4558_clip_1,351.8,RFK Jr. alleges CDC used fraudulent techniques to hide a link between vaccines and autism and ignored recommended studies.
4844,17,The Tucker Carlson Show,"Sen. Ron Johnson: What’s Really in the “Big Beautiful Bill,” and Uncovering the Truth About 9-11",2025-05-28T23:00:00,11,5,0.99,critical;mixed;supportive,childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;safety_or_side_effects,True,False,True,episode_4844_clip_5,5010.4,
6460,2,The Joe Rogan Experience,#2037 - Alex Berenson,2023-09-20T17:00:00,11,5,0.99,mixed;supportive,conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;safety_or_side_effects,True,False,True,episode_6460_clip_11,10115.0,"Speaker advises against mRNA vaccines for children, claims public health officials are ignoring better outcomes elsewhere, and cites vitamin D benefits."
6700,2,The Joe Rogan Experience,#2016 - Patrick Bet-David,2023-08-03T17:00:00,11,5,0.99,mixed,childhood_schedule;conspiracy_or_institutional_trust;covid19;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_6700_clip_9,6668.1,"Speakers discuss a book alleging vaccine experimentation on foster children, lack of safety trials for mandated vaccines, and downplaying of myocarditis risks."
11853,2,The Joe Rogan Experience,#1711 - Patrick Bet-David,2021-09-23T17:00:00,11,5,0.99,mixed,conspiracy_or_institutional_trust;covid19;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_11853_clip_3,3602.2,"Speakers discuss vaccine mandates, social credit systems, and share anecdotes about a vaccinated father and an unvaccinated friend contracting COVID."
13439,18,The Megyn Kelly Show,"Fauci's ""Noble Lie,"" Natural Immunity, and China's Latest Crackdown, with Sen. Rand Paul, Josh Rogin, and Dr. Aaron Kheriaty | Ep. 234",2022-01-05T20:33:45,11,5,0.99,mixed,childhood_schedule;conspiracy_or_institutional_trust;covid19;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_13439_clip_8,3570.0,Guest argues hybrid immunity lacks clinical benefit over natural immunity alone and suggests vaccines may impair immunity in previously infected individuals.
20374,53,The Diary Of A CEO with Steven Bartlett,"The Doctor That Got Banned For Speaking Out: “We've Been Lied To About Medication & COVID!”, “After 2021 Heart Attacks Increased 25%!” Dr Aseem Malhotra",2024-07-25T05:00:00,11,5,0.99,critical;mixed,conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;influenza;mandates_or_policy;misinformation_or_fact_checking;mmr_measles;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_20374_clip_7,2380.0,"Speaker concludes COVID vaccines had a catastrophic net negative effect, while acknowledging personal severe illness from unvaccinated COVID cases."
6335,2,The Joe Rogan Experience,#2049- Coleman Hughes,2023-10-20T17:00:00,11,5,0.98,mixed;neutral,access_or_equity;childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;other_vaccine;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_6335_clip_7,2975.0,"Discussion on fact-checking RFK Jr.'s claims, specifically debunking a statistic about DTP vaccine deaths in the 1970s while criticizing lack of journalistic scrutiny."
11025,2,The Joe Rogan Experience,#1762 - Josh Szeps,2022-01-12T18:00:00,11,5,0.98,mixed;neutral,access_or_equity;conspiracy_or_institutional_trust;covid19;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_11025_clip_1,3.9,"Debate over Omicron severity, vaccine efficacy against infection vs. hospitalization, and Australian restrictions."
11721,2,The Joe Rogan Experience,#1720 - Tony Hinchcliffe & Brian Redban,2021-10-15T17:00:00,11,5,0.98,mixed;neutral,conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_11721_clip_11,12016.4,"Speakers debate hospitalization rates by status, cite undercover videos of scientists, and discuss censorship of vaccine criticism."
13153,18,The Megyn Kelly Show,"Biden's COVID Gaslighting, Anti-Science Masking, and Trucker Crackdown, with Ben Shapiro, Ezra Levant and Rob Astorino | Ep. 258",2022-02-09T20:22:59,11,5,0.98,mixed,access_or_equity;childhood_schedule;conspiracy_or_institutional_trust;covid19;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_13153_clip_8,3222.8,"Speaker claims children face negligible COVID risk, cites low death counts, and argues cloth masks and vaccines are unnecessary for kids."
11197,2,The Joe Rogan Experience,#1752 - Tim Dillon,2021-12-24T04:49:50,11,5,0.95,mixed;neutral,conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_11197_clip_1,595.0,"Speakers question vaccine efficacy against variants, allege shifting goalposts on protection claims, and discuss potential underreporting of adverse events."
13699,18,The Megyn Kelly Show,"Fauci, Cuomo, Hunter, and Omicron, with Sen. Rand Paul, Miranda Devine, Dr. Jay Bhattacharya, and Dr. David Dowdy | Ep. 212",2021-12-01T19:53:00,11,5,0.95,mixed;neutral,access_or_equity;childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_13699_clip_11,5355.0,"Experts explain declining vaccine efficacy against infection over time, persistent protection against severe disease, and blood type myths."
5335,17,The Tucker Carlson Show,Dr. Mary Talley Bowden: How Vaccines Got Politicized and the Medical Industry Lost All Credibility,2025-04-02T19:01:00,10,5,0.99,mixed,childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;influenza;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_5335_clip_1,0.0,
6575,2,The Joe Rogan Experience,#2025 - Dave Smith,2023-08-24T17:00:00,10,5,0.99,neutral;supportive,conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;other_vaccine;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_6575_clip_6,6672.1,"Speakers link increased all-cause mortality to vaccines, claim infection immunity is superior, and criticize mandates for young people."
8438,2,The Joe Rogan Experience,#1865 - Aaron Rodgers,2022-08-27T17:00:00,10,5,0.99,mixed,conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_8438_clip_1,0.0,"Rodgers details avoiding mRNA vaccines due to PEG allergy, using an alternative protocol, and disputing transmission claims."
8745,17,The Tucker Carlson Show,Dr. Michael Nehls,2024-04-09T00:00:00,10,5,0.99,mixed,conspiracy_or_institutional_trust;covid19;mandates_or_policy;misinformation_or_fact_checking;safety_or_side_effects,True,False,True,episode_8745_clip_2,397.9,Guest claims spike protein from virus and mRNA vaccines shuts down nerve cell production causing depression.
11935,2,The Joe Rogan Experience,#1705 - Bret Weinstein & Heather Heying,2021-09-09T17:00:00,10,5,0.99,mixed;neutral;supportive,childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_11935_clip_9,8330.0,"Claims narrow-target vaccines deployed during a pandemic create evolutionary pressure for variants, causing immune escape and reduced efficacy."
15201,18,The Megyn Kelly Show,"COVID Vaccines, Masks and Schools, with Alex Berenson and Dr. Jay Bhattacharya | Ep. 57",2021-01-29T10:00:00,10,5,0.99,mixed;neutral,access_or_equity;childhood_schedule;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_15201_clip_11,5446.6,"Guest lists unknowns about mRNA vaccines: impact on severe disease, death, mutations, long-term effects, and cites rising Israeli cases post-vaccination."
15434,18,The Megyn Kelly Show,"COVID Truth on Lockdowns, Vaccines and Schools, with the Great Barrington Declaration Doctors | Ep. 34",2020-12-07T10:00:00,10,5,0.99,mixed;neutral,access_or_equity;childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;personal_decision_or_uptake;safety_or_side_effects,False,False,True,episode_15434_clip_12,4760.0,"Discussion covers vaccine development speed, safety, efficacy, and debates over mandatory vaccination for businesses versus federal mandates."
11412,18,The Megyn Kelly Show,"Robert F. Kennedy, Jr. on COVID Orthodoxy, Fauci's Legacy, and War in Ukraine | Ep. 419",2022-10-25T18:00:00,10,5,0.98,mixed;supportive,childhood_schedule;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;safety_or_side_effects,True,False,True,episode_11412_clip_4,1190.0,"Asserts vaccines do not prevent transmission, cause myocarditis and death, and that clinical trial data showing higher mortality was ignored."
11137,2,The Joe Rogan Experience,#1756 - John Abramson,2021-12-30T18:00:00,10,5,0.95,mixed,access_or_equity;conspiracy_or_institutional_trust;covid19;development_or_approval;efficacy_or_immunity;mandates_or_policy;misinformation_or_fact_checking;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_11137_clip_1,2554.3,Speakers allege the Biden administration blocked monoclonal antibodies to force vaccination and claim ivermectin is effective but suppressed due to cost.
338,2,The Joe Rogan Experience,"Fight Companion - September 6, 2025",2025-09-07T00:42:00,9,5,0.99,mixed;neutral,childhood_schedule;conspiracy_or_institutional_trust;covid19;efficacy_or_immunity;misinformation_or_fact_checking;mmr_measles;other_vaccine;personal_decision_or_uptake;safety_or_side_effects,True,False,True,episode_338_clip_2,4209.4,"Speakers debate MMR-autism links, Hep B timing, lack of placebo trials, and attribute disease decline to sanitation over vaccines."
4276,19,Pod Save America,Are RFK Jr. & MAHA Coming for Your Vaccine?,2025-06-29T07:05:00,9,5,0.99,mixed;neutral,childhood_schedule;conspiracy_or_institutional_trust;covid19;efficacy_or_immunity;influenza;mandates_or_policy;misinformation_or_fact_checking;mmr_measles;personal_decision_or_uptake;safety_or_side_effects,True,True,True,episode_4276_clip_1,0.0,Discussion of RFK Jr. replacing ACIP members with anti-vax advocates and concerns about pharmaceutical influence.
